Outcome,Fighter,Fightee,Str,TD,Sub,Pass,Str2,TD2,Sub2,Pass2,Name,Date,Method,Misc,Rounds,Time,
win,Neil Magny,Kiichi Kunimoto,76,10,3,1,1,0,2,1,UFC Fight Night: Henderson vs Thatch,Feb. 14  2015,SUB,Rear Naked Choke,3,01:22,
win,Neil Magny,William Patolino,65,24,2,0,0,0,4,0,UFC 179: Aldo vs Mendes 2,Oct. 25  2014,KO/TKO,Punches,3,02:40,
win,Neil Magny,Alex Garcia,39,5,3,3,0,0,2,2,UFC Fight Night: Henderson vs Dos Anjos,Aug. 23  2014,U-DEC,,3,05:00,
win,Neil Magny,Rodrigo de Lima,30,5,2,1,0,2,0,3,UFC Fight Night: Te Huna vs Marquardt,Jun. 28  2014,KO/TKO,Punch,2,02:32,
win,Neil Magny,Tim Means,29,30,4,3,0,1,4,0,UFC Fight Night: Brown vs Silva,May. 10  2014,U-DEC,,3,05:00,
win,Neil Magny,Gasan Umalatov,71,34,1,2,0,0,2,1,UFC 169: Barao vs Faber 2,Feb. 01  2014,U-DEC,,3,05:00,
loss,Neil Magny,Seth Baczynski,31,28,2,3,0,0,0,1,UFC Fight Night: Fight for the Troops,Nov. 06  2013,U-DEC,,3,05:00,
loss,Neil Magny,Sergio Moraes,7,13,0,1,0,1,0,3,UFC 163: Aldo vs Jung,Aug. 03  2013,SUB,Triangle Choke,1,03:13,
win,Neil Magny,Jon Manley,65,17,4,1,0,0,5,2,UFC 157: Rousey vs Carmouche,Feb. 23  2013,U-DEC,,3,05:00,
loss,Ibragim Magomedov,Mirko Cro Cop,1,15,0,0,0,0,0,0,PRIDE Critical Countdown 2005,Jun. 26  2005,KO/TKO,Kick,1,03:53,
win,Rashid Magomedov,Bobby Green,75,75,0,0,0,0,0,0,UFC Fight Night: Johnson vs. Reis,Apr. 15  2017,S-DEC,,3,05:00,
loss,Rashid Magomedov,Beneil Dariush,41,60,1,0,0,0,1,0,UFC Fight Night: Dos Anjos vs. Ferguson,Nov. 05  2016,U-DEC,,3,05:00,
win,Rashid Magomedov,Gilbert Burns,80,28,2,2,0,0,0,1,UFC Fight Night: Belfort vs Henderson,Nov. 07  2015,U-DEC,,3,05:00,
win,Rashid Magomedov,Elias Silverio,91,56,1,0,0,0,0,0,UFC Fight Night: Machida vs Dollaway,Dec. 20  2014,KO/TKO,Punches,3,04:57,
win,Rashid Magomedov,Rodrigo Damm,63,37,0,0,0,0,0,0,TUF Brazil Finale: Miocic vs Maldonado,May. 31  2014,U-DEC,,3,05:00,
win,Rashid Magomedov,Anthony Rocco Martin,46,18,0,1,1,1,2,3,UFC 169: Barao vs Faber 2,Feb. 01  2014,U-DEC,,3,05:00,
win,Ruslan Magomedov,Shawn Jordan,71,20,0,1,0,0,0,0,UFC 192: Cormier vs Gustafsson,Oct. 03  2015,U-DEC,,3,05:00,
win,Ruslan Magomedov,Josh Copeland,63,20,1,0,0,0,0,0,UFC Fight Night: Edgar vs Swanson,Nov. 22  2014,U-DEC,,3,05:00,
win,Ruslan Magomedov,Viktor Pesta,47,26,0,1,0,0,0,1,UFC Fight Night: Munoz vs Mousasi,May. 31  2014,U-DEC,,3,05:00,
win,Zabit Magomedsharipov,Jeremy Stephens,70,41,3,0,0,0,4,0,UFC 235: Jones vs. Smith,Mar. 02  2019,U-DEC,,3,05:00,
win,Zabit Magomedsharipov,Brandon Davis,38,27,6,0,1,0,1,0,UFC 228: Woodley vs. Till,Sep. 08  2018,SUB,Kneebar,2,03:46,
win,Zabit Magomedsharipov,Kyle Bochniak,97,43,5,0,0,0,1,0,UFC 223: Khabib vs. Iaquinta,Apr. 07  2018,U-DEC,,3,05:00,
win,Zabit Magomedsharipov,Sheymon Moraes,34,18,11,0,1,0,10,1,UFC Fight Night: Bisping vs. Gastelum,Nov. 25  2017,SUB,Anaconda Choke,3,04:30,
win,Zabit Magomedsharipov,Mike Santiago,45,24,1,2,2,0,2,0,UFC Fight Night: Volkov vs. Struve,Sep. 02  2017,SUB,Rear Naked Choke,2,04:22,
loss,John Maguire,Mitch Clarke,15,41,3,0,0,0,2,1,UFC 161: Evans vs Henderson,Jun. 15  2013,U-DEC,,3,05:00,
loss,John Maguire,Matthew Riddle,37,45,0,1,2,0,0,0,UFC 154: St-Pierre vs Condit,Nov. 17  2012,U-DEC,,3,05:00,
loss,John Maguire,John Hathaway,13,41,1,1,0,0,1,4,UFC on FUEL TV: Struve vs Miocic,Sep. 29  2012,U-DEC,,3,05:00,
win,John Maguire,DaMarques Johnson,6,15,3,0,1,1,4,1,UFC on FUEL TV: Gustafsson vs Silva,Apr. 14  2012,SUB,Armbar,2,04:40,
win,John Maguire,Justin Edwards,27,28,6,0,2,1,7,0,UFC 138: Leben vs Munoz,Nov. 05  2011,U-DEC,,3,05:00,
loss,Lolohea Mahe,Shane del Rosario,5,26,0,0,0,0,0,0,Strikeforce Challengers 9,Jul. 23  2010,KO/TKO,Knee,1,03:48,
loss,Lolohea Mahe,Lavar Johnson,16,59,2,0,0,2,2,0,Strikeforce Challengers 7,Mar. 26  2010,KO/TKO,Punches,2,03:29,
win,Michelle Maher,Elaina Maxwell,0,0,0,0,0,0,0,0,Strikeforce - Young Guns,Feb. 10  2007,U-DEC,,3,03:00,
loss,Bill Mahood,Bobby Southworth,4,6,0,1,1,0,0,1,Strikeforce - Playboy Mansion,Sep. 29  2007,SUB,Injury,1,01:15,
loss,Bill Mahood,Forrest Griffin,1,3,0,1,0,1,0,3,UFC 53: Heavy Hitters,Jun. 04  2005,SUB,Rear Naked Choke,1,02:18,
loss,Bill Mahood,Patrick Cote,1,5,0,0,0,0,0,0,TKO 16,May. 22  2004,KO/TKO,Punch,1,00:21,
win,Demian Maia,Lyman Good,0,0,2,0,2,0,1,0,UFC Fight Night: Assuncao vs. Moraes 2,Feb. 02  2019,SUB,Rear Naked Choke,1,02:38,
loss,Demian Maia,Kamaru Usman,27,66,0,0,0,0,0,0,UFC Fight Night: Maia vs. Usman,May. 19  2018,U-DEC,,5,05:00,
loss,Demian Maia,Colby Covington,53,88,0,0,0,0,0,0,UFC Fight Night: Brunson vs. Machida,Oct. 28  2017,U-DEC,,3,05:00,
loss,Demian Maia,Tyron Woodley,28,57,0,0,0,0,0,0,UFC 214: Cormier vs. Jones 2,Jul. 29  2017,U-DEC,,5,05:00,
win,Demian Maia,Jorge Masvidal,23,39,4,0,0,0,3,0,UFC 211: Miocic vs. Dos Santos,May. 13  2017,S-DEC,,3,05:00,
win,Demian Maia,Carlos Condit,1,1,1,0,1,0,2,0,UFC Fight Night: Maia vs. Condit,Aug. 27  2016,SUB,Rear Naked Choke,1,01:52,
win,Demian Maia,Matt Brown,17,10,3,0,2,0,5,1,UFC 198: Werdum vs Miocic,May. 14  2016,SUB,Rear Naked Choke,3,04:31,
win,Demian Maia,Gunnar Nelson,47,2,2,1,1,0,5,2,UFC 194: Aldo vs McGregor,Dec. 12  2015,U-DEC,,3,05:00,
win,Demian Maia,Neil Magny,13,0,2,0,1,0,10,0,UFC 190: Rousey vs Correia,Aug. 01  2015,SUB,Rear Naked Choke,2,02:52,
win,Demian Maia,Ryan LaFlare,36,25,5,0,2,0,14,0,UFC Fight Night: Maia vs LaFlare,Mar. 21  2015,U-DEC,,5,05:00,
win,Demian Maia,Alexander Yakovlev,29,22,2,1,0,0,5,1,TUF Brazil Finale: Miocic vs Maldonado,May. 31  2014,U-DEC,,3,05:00,
loss,Demian Maia,Rory MacDonald,51,75,2,0,0,0,1,0,UFC 170: Rousey vs McMann,Feb. 22  2014,U-DEC,,3,05:00,
loss,Demian Maia,Jake Shields,24,35,3,1,0,0,1,5,UFC Fight Night: Maia vs Shields,Oct. 09  2013,S-DEC,,5,05:00,
win,Demian Maia,Jon Fitch,12,6,7,0,3,1,5,0,UFC 156: Aldo vs Edgar,Feb. 02  2013,U-DEC,,3,05:00,
win,Demian Maia,Rick Story,5,3,3,0,1,0,1,0,UFC 153: Silva vs Bonnar,Oct. 13  2012,SUB,Rear Naked Choke,1,02:30,
win,Demian Maia,Dong Hyun Kim,1,8,1,0,0,0,1,0,UFC 148: Silva vs Sonnen 2,Jul. 07  2012,KO/TKO,,1,00:47,
loss,Demian Maia,Chris Weidman,51,58,0,4,0,0,0,2,UFC on FOX: Evans vs Davis,Jan. 28  2012,U-DEC,,3,05:00,
win,Demian Maia,Jorge Santiago,24,18,4,0,0,0,5,0,UFC 136: Edgar vs Maynard 3,Oct. 08  2011,U-DEC,,3,05:00,
loss,Demian Maia,Mark Munoz,32,44,0,3,2,1,1,1,UFC 131: Dos Santos vs Carwin,Jun. 11  2011,U-DEC,,3,05:00,
win,Demian Maia,Kendall Grove,42,18,5,0,1,0,6,0,The Ultimate Fighter 12: Team GSP vs Team Koscheck,Dec. 04  2010,U-DEC,,3,05:00,
win,Demian Maia,Mario Miranda,30,14,5,0,1,0,6,0,UFC 118: Edgar vs Penn 2,Aug. 28  2010,U-DEC,,3,05:00,
loss,Demian Maia,Anderson Silva,10,61,0,0,0,0,0,0,UFC 112: Invincible,Apr. 10  2010,U-DEC,,5,05:00,
win,Demian Maia,Dan Miller,30,20,4,0,0,0,1,0,UFC 109: Relentless,Feb. 06  2010,U-DEC,,3,05:00,
loss,Demian Maia,Nate Marquardt,0,1,0,0,0,0,0,0,UFC 102: Couture vs Nogueira,Aug. 29  2009,KO/TKO,Punch,1,00:21,
win,Demian Maia,Chael Sonnen,6,8,1,0,1,0,1,0,UFC 95: Sanchez vs Stevenson,Feb. 21  2009,SUB,Triangle Choke,1,02:37,
win,Demian Maia,Nate Quarry,2,0,1,0,1,0,3,0,UFC 91: Couture vs Lesnar,Nov. 15  2008,SUB,Rear Naked Choke,1,02:13,
win,Demian Maia,Jason MacDonald,30,7,2,0,3,4,8,2,UFC 87: Seek And Destroy,Aug. 09  2008,SUB,Rear Naked Choke,3,02:44,
win,Demian Maia,Ed Herman,15,15,1,1,3,0,3,0,UFC 83: Serra vs St-Pierre 2,Apr. 19  2008,SUB,Triangle Choke,2,02:27,
win,Demian Maia,Ryan Jensen,3,2,2,0,1,0,2,0,UFC 77: Hostile Territory,Oct. 20  2007,SUB,Rear Naked Choke,1,02:40,
win,Jennifer Maia,Alexis Davis,60,72,0,1,0,0,0,2,UFC Fight Night: Thompson vs. Pettis,Mar. 23  2019,U-DEC,,3,05:00,
loss,Jennifer Maia,Liz Carmouche,42,53,0,3,0,0,0,5,UFC Fight Night: Dos Santos vs. Ivanov,Jul. 14  2018,U-DEC,,3,05:00,
draw,Levan Makashvili,Damon Jackson,65,44,2,0,0,0,1,0,UFC Fight Night: Johnson vs. Bader,Jan. 30  2016,M-DEC,,3,05:00,
loss,Levan Makashvili,Hacran Dias,37,17,2,3,0,1,1,1,UFC Fight Night: Machida vs Romero,Jun. 27  2015,S-DEC,,3,05:00,
win,Levan Makashvili,Mark Eddiva,27,32,7,0,0,0,4,0,UFC Fight Night: Edgar vs Faber,May. 16  2015,S-DEC,,3,05:00,
win,John Makdessi,Jesus Pinedo,73,37,0,0,0,0,0,0,UFC Fight Night: Thompson vs. Pettis,Mar. 23  2019,U-DEC,,3,05:00,
win,John Makdessi,Ross Pearson,131,79,0,0,0,0,0,0,UFC Fight Night: Alvarez vs. Poirier 2,Jul. 28  2018,U-DEC,,3,05:00,
win,John Makdessi,Abel Trujillo,47,29,0,1,0,0,0,0,UFC Fight Night: Lawler vs. Dos Anjos,Dec. 16  2017,U-DEC,,3,05:00,
loss,John Makdessi,Lando Vannata,11,10,0,0,0,0,0,0,UFC 206: Holloway vs. Pettis,Dec. 10  2016,KO/TKO,Kick,1,01:40,
win,John Makdessi,Mehdi Baghdad,84,60,0,0,0,0,0,0,UFC Fight Night: Dos Anjos vs. Alvarez,Jul. 07  2016,S-DEC,,3,05:00,
loss,John Makdessi,Yancy Medeiros,114,80,0,0,0,0,0,0,UFC 194: Aldo vs McGregor,Dec. 12  2015,S-DEC,,3,05:00,
loss,John Makdessi,Donald Cerrone,72,71,0,0,0,0,0,0,UFC 187: Johnson vs Cormier,May. 23  2015,KO/TKO,Kick,2,04:44,
win,John Makdessi,Shane Campbell,47,25,0,0,0,0,0,0,UFC 186: Johnson vs Horiguchi,Apr. 25  2015,KO/TKO,Punch,1,04:53,
loss,John Makdessi,Alan Patrick,61,40,0,2,0,0,0,0,UFC 169: Barao vs Faber 2,Feb. 01  2014,U-DEC,,3,05:00,
win,John Makdessi,Renee Forte,20,7,0,0,0,0,0,0,UFC 165: Jones vs Gustafsson,Sep. 21  2013,KO/TKO,Punch,1,02:01,
win,John Makdessi,Daron Cruickshank,86,51,0,0,0,0,0,0,UFC 158: St-Pierre vs Diaz,Mar. 16  2013,U-DEC,,3,05:00,
win,John Makdessi,Sam Stout,84,63,0,0,0,0,0,0,UFC 154: St-Pierre vs Condit,Nov. 17  2012,U-DEC,,3,05:00,
loss,John Makdessi,Anthony Njokuani,39,73,0,0,0,0,0,0,UFC 145: Jones vs Evans,Apr. 21  2012,U-DEC,,3,05:00,
loss,John Makdessi,Dennis Hallman,0,20,0,1,0,1,0,2,UFC 140: Jones vs Machida,Dec. 10  2011,SUB,Rear Naked Choke,1,02:58,
win,John Makdessi,Kyle Watson,50,25,0,0,0,0,0,0,UFC 129: St-Pierre vs Shields,Apr. 30  2011,KO/TKO,Spinning Back Fist,3,01:27,
win,John Makdessi,Pat Audinwood,74,19,0,1,0,0,0,0,UFC 124: St-Pierre vs Koscheck 2,Dec. 11  2010,U-DEC,,3,05:00,
win,Islam Makhachev,Arman Tsarukyan,14,13,4,1,0,0,2,0,UFC Fight Night: Overeem vs. Oleinik,Apr. 20  2019,U-DEC,,3,05:00,
win,Islam Makhachev,Kajan Johnson,7,7,1,0,1,0,2,0,UFC Fight Night: Alvarez vs. Poirier 2,Jul. 28  2018,SUB,Armbar,1,04:43,
win,Islam Makhachev,Gleison Tibau,3,2,0,0,0,0,0,0,UFC 220: Miocic vs. Ngannou,Jan. 20  2018,KO/TKO,Punch,1,00:57,
win,Islam Makhachev,Nik Lentz,43,13,5,0,0,1,12,0,UFC 208: Holm vs. De Randamie,Feb. 11  2017,U-DEC,,3,05:00,
win,Islam Makhachev,Chris Wade,12,5,4,0,2,2,7,4,UFC Fight Night: Poirier vs. Johnson,Sep. 17  2016,U-DEC,,3,05:00,
loss,Islam Makhachev,Adriano Martins,4,3,0,0,0,0,0,0,UFC 192: Cormier vs Gustafsson,Oct. 03  2015,KO/TKO,Punch,1,01:46,
win,Islam Makhachev,Leo Kuntz,32,7,3,0,1,0,3,0,UFC 187: Johnson vs Cormier,May. 23  2015,SUB,Rear Naked Choke,2,02:38,
loss,Aliev Makhmud,Kiyoshi Tamura,8,16,1,0,0,0,0,0,PRIDE 29: Fists Of Fire,Feb. 20  2005,KO/TKO,,1,07:09,
loss,Zach Makovsky,Dustin Ortiz,21,34,4,4,1,0,1,4,UFC 206: Holloway vs. Pettis,Dec. 10  2016,S-DEC,,3,05:00,
loss,Zach Makovsky,Joseph Benavidez,40,66,4,0,0,0,2,0,UFC Fight Night: Hendricks vs Thompson,Feb. 06  2016,U-DEC,,3,05:00,
loss,Zach Makovsky,John Dodson,37,31,0,2,0,0,0,1,UFC 187: Johnson vs Cormier,May. 23  2015,U-DEC,,3,05:00,
win,Zach Makovsky,Tim Elliott,21,43,6,1,0,0,8,1,UFC Fight Night: Henderson vs Thatch,Feb. 14  2015,U-DEC,,3,05:00,
loss,Zach Makovsky,Jussier Formiga,25,11,1,2,0,0,1,3,UFC Fight Night: Bader vs Saint Preux,Aug. 16  2014,U-DEC,,3,05:00,
win,Zach Makovsky,Joshua Sampo,34,19,5,0,0,0,3,1,UFC 170: Rousey vs McMann,Feb. 22  2014,U-DEC,,3,05:00,
win,Zach Makovsky,Scott Jorgensen,26,31,6,1,1,1,3,2,UFC on Fox: Johnson vs. Benavidez 2,Dec. 14  2013,U-DEC,,3,05:00,
loss,Jeremy Malaterre,Eric Galvan,0,0,0,0,0,0,0,0,Strikeforce - Payback,Oct. 03  2008,U-DEC,,3,05:00,
loss,Fabio Maldonado,Corey Anderson,26,60,0,6,0,0,0,5,UFC Fight Night: Belfort vs Henderson,Nov. 07  2015,U-DEC,,3,05:00,
loss,Fabio Maldonado,Rampage Jackson,67,99,1,0,0,0,0,0,UFC 186: Johnson vs Horiguchi,Apr. 25  2015,U-DEC,,3,05:00,
win,Fabio Maldonado,Hans Stringer,28,33,0,3,0,0,0,1,UFC 179: Aldo vs Mendes 2,Oct. 25  2014,KO/TKO,Punches,2,04:06,
loss,Fabio Maldonado,Stipe Miocic,2,8,0,0,0,0,0,0,TUF Brazil Finale: Miocic vs Maldonado,May. 31  2014,KO/TKO,Punch,1,00:35,
win,Fabio Maldonado,Gian Villante,132,33,0,3,0,0,0,3,UFC Fight Night: Shogun vs Henderson,Mar. 23  2014,U-DEC,,3,05:00,
win,Fabio Maldonado,Joey Beltran,87,57,0,1,1,0,0,0,UFC Fight Night: Maia vs Shields,Oct. 09  2013,S-DEC,,3,05:00,
win,Fabio Maldonado,Roger Hollett,100,29,1,2,0,0,0,2,UFC on FX: Belfort vs. Rockhold,May. 18  2013,U-DEC,,3,05:00,
loss,Fabio Maldonado,Glover Teixeira,10,85,0,3,0,1,0,5,UFC 153: Silva vs Bonnar,Oct. 13  2012,KO/TKO,,2,05:00,
loss,Fabio Maldonado,Igor Pokrajac,98,36,0,1,0,0,1,2,UFC on FUEL TV: Korean Zombie vs Poirier,May. 15  2012,U-DEC,,3,05:00,
loss,Fabio Maldonado,Kyle Kingsbury,78,95,2,5,2,0,0,2,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,Jun. 04  2011,U-DEC,,3,05:00,
win,Fabio Maldonado,James McSweeney,89,49,0,0,2,0,4,0,UFC 120: Bisping vs Akiyama,Oct. 16  2010,KO/TKO,Punches,3,00:48,
loss,Nazareno Malegarie,Joaquim Silva,58,49,1,0,0,0,0,0,UFC 191: Johnson vs Dodson 2,Sep. 05  2015,S-DEC,,3,05:00,
loss,Carl Malenko,Allan Goes,0,3,0,2,0,1,0,6,PRIDE 8,Nov. 21  1999,SUB,Arm Triangle,1,09:16,
loss,Carl Malenko,Wanderlei Silva,2,25,4,0,0,1,1,3,PRIDE 7,Sep. 12  1999,U-DEC,,2,10:00,
win,Carl Malenko,Egan Inoue,11,10,4,1,0,0,0,1,PRIDE 6,Jul. 04  1999,U-DEC,,3,05:00,
loss,Troy Mandaloniz,Paul Kelly,38,71,4,2,0,0,5,0,UFC 95: Sanchez vs Stevenson,Feb. 21  2009,U-DEC,,3,05:00,
win,Troy Mandaloniz,Richie Hightower,30,20,0,1,0,0,0,1,The Ultimate Fighter: Team Serra vs Team Hughes Finale,Dec. 08  2007,KO/TKO,Punch,1,04:20,
win,Melvin Manhoef,Denis Kang,4,0,0,0,0,0,0,0,DREAM 18,Dec. 31  2012,KO/TKO,Knee,1,00:50,
loss,Melvin Manhoef,Tim Kennedy,2,13,0,1,0,1,0,3,Strikeforce - Feijao vs. Henderson,Mar. 05  2011,SUB,Rear Naked Choke,1,03:41,
loss,Melvin Manhoef,Tatsuya Mizuno,19,20,0,2,0,4,1,3,DREAM 15,Jul. 10  2010,SUB,Kimura,1,07:38,
loss,Melvin Manhoef,Robbie Lawler,23,3,0,0,0,0,0,0,Strikeforce - Miami,Jan. 30  2010,KO/TKO,Punch,1,03:33,
win,Melvin Manhoef,Kazuo Misaki,6,1,0,0,0,0,0,0,Dynamite!! 2009,Dec. 31  2009,KO/TKO,Punches,1,01:49,
loss,Melvin Manhoef,Paulo Filho,22,0,0,1,0,1,1,1,DREAM 10: Welterweight Grand Prix 2009 Final Round,Jul. 20  2009,SUB,Armbar,1,02:36,
win,Melvin Manhoef,Mark Hunt,5,0,0,0,0,0,0,0,Dynamite!! 2008,Dec. 31  2008,KO/TKO,Punches,1,00:18,
loss,Melvin Manhoef,Gegard Mousasi,0,1,1,1,0,2,0,1,DREAM 6: Middleweight Grand Prix 2008 Final Round,Sep. 23  2008,SUB,Triangle Choke,1,01:28,
win,Melvin Manhoef,Kazushi Sakuraba,21,0,0,0,0,0,1,0,DREAM 4: Middleweight Grand Prix 2008 2nd Round,Jun. 15  2008,KO/TKO,Punches,1,01:30,
win,Melvin Manhoef,Dae Won Kim,10,7,0,1,0,0,1,1,DREAM 3: Lightweight Grand Prix 2008 2nd Round,May. 11  2008,KO/TKO,Knee,1,04:08,
loss,Melvin Manhoef,Yoshihiro Akiyama,7,2,0,0,0,2,0,1,K-1 Hero's 7,Oct. 09  2006,SUB,Armbar,1,01:58,
loss,Melchor Manibusan,Tatsuya Kawajiri,6,22,0,1,0,0,0,2,DREAM 11: Featherweight Grand Prix 2009 Final Round,Oct. 06  2009,KO/TKO,,1,03:48,
loss,Jon Manley,Neil Magny,17,65,1,4,0,0,2,5,UFC 157: Rousey vs Carmouche,Feb. 23  2013,U-DEC,,3,05:00,
draw,Chris Manuel,Kenji Osawa,38,40,1,0,0,0,1,0,WEC 33: Marshall vs. Stann,Mar. 26  2008,S-DEC,,3,05:00,
loss,Jimi Manuwa,Thiago Santos,27,42,0,1,0,0,0,1,UFC 231: Holloway vs. Ortega,Dec. 08  2018,KO/TKO,Punch,2,00:41,
loss,Jimi Manuwa,Jan Blachowicz,37,97,0,1,0,0,0,0,UFC Fight Night: Werdum vs. Volkov,Mar. 17  2018,U-DEC,,3,05:00,
loss,Jimi Manuwa,Volkan Oezdemir,2,12,0,0,0,0,0,0,UFC 214: Cormier vs. Jones 2,Jul. 29  2017,KO/TKO,Punches,1,00:42,
win,Jimi Manuwa,Corey Anderson,6,6,0,0,0,0,0,0,UFC Fight Night: Manuwa vs. Anderson,Mar. 18  2017,KO/TKO,Punch,1,03:05,
win,Jimi Manuwa,Ovince Saint Preux,32,13,0,2,1,0,0,2,UFC 204: Bisping vs. Henderson,Oct. 08  2016,KO/TKO,Punch,2,02:38,
loss,Jimi Manuwa,Anthony Johnson,8,25,0,2,0,0,0,1,UFC 191: Johnson vs Dodson 2,Sep. 05  2015,KO/TKO,Punch,2,00:28,
win,Jimi Manuwa,Jan Blachowicz,43,44,0,0,0,0,0,0,UFC Fight Night: Gonzaga vs Cro Cop 2,Apr. 11  2015,U-DEC,,3,05:00,
loss,Jimi Manuwa,Alexander Gustafsson,13,21,0,1,0,0,0,1,UFC Fight Night: Gustafsson vs Manuwa,Mar. 08  2014,KO/TKO,Knee,2,01:18,
win,Jimi Manuwa,Ryan Jimmo,48,36,0,0,0,0,0,0,UFC Fight Night: Machida vs Munoz,Oct. 26  2013,KO/TKO,,2,04:41,
win,Jimi Manuwa,Cyrille Diabate,18,9,3,0,0,0,1,0,UFC on FUEL TV: Barao vs McDonald,Feb. 16  2013,KO/TKO,,1,05:00,
win,Jimi Manuwa,Kyle Kingsbury,53,28,0,2,1,0,0,4,UFC on FUEL TV: Struve vs Miocic,Sep. 29  2012,KO/TKO,,2,05:00,
loss,Cristiano Marcello,Joe Proctor,26,67,1,0,1,1,1,0,UFC Fight Night: Machida vs Mousasi,Feb. 15  2014,U-DEC,,3,05:00,
loss,Cristiano Marcello,Kazuki Tokudome,33,33,1,2,0,0,0,5,UFC on FUEL TV: Japan,Mar. 02  2013,U-DEC,,3,05:00,
win,Cristiano Marcello,Reza Madadi,72,77,0,3,0,0,0,0,UFC 153: Silva vs Bonnar,Oct. 13  2012,S-DEC,,3,05:00,
loss,Cristiano Marcello,Sam Sicilia,39,33,0,0,0,0,0,0,The Ultimate Fighter LIVE Finale,Jun. 01  2012,KO/TKO,Knee,2,02:53,
loss,Cristiano Marcello,Mitsuhiro Ishida,4,35,0,3,3,0,0,1,PRIDE Bushido 12,Aug. 27  2006,U-DEC,,2,05:00,
loss,Jose Maria,Dustin Ortiz,43,55,2,4,2,0,1,7,UFC Fight Night: Belfort vs Henderson,Nov. 09  2013,KO/TKO,Punches,3,03:19,
loss,Jose Maria,John Lineker,19,22,1,2,1,0,0,0,UFC 163: Aldo vs Jung,Aug. 03  2013,KO/TKO,Punches,2,01:03,
loss,Marcos Mariano,Lando Vannata,3,20,0,1,0,1,0,2,UFC 234: Adesanya vs. Silva,Feb. 09  2019,SUB,Kimura,1,04:55,
loss,Enrique Marin,Sage Northcutt,16,41,4,0,2,1,4,2,UFC 200: Tate vs Nunes,Jul. 09  2016,U-DEC,,3,05:00,
loss,Enrique Marin,Erick Montano,27,49,1,2,0,0,0,1,UFC Fight Night: Magny vs Gastelum,Nov. 21  2015,S-DEC,,3,05:00,
loss,Ronny Markes,Thiago Santos,0,7,0,0,0,0,0,0,UFC Fight Night: Shogun vs Henderson,Mar. 23  2014,KO/TKO,Kick,1,00:53,
loss,Ronny Markes,Yoel Romero,18,50,2,0,0,0,1,0,UFC Fight Night: Fight for the Troops,Nov. 06  2013,KO/TKO,Punch,3,01:39,
win,Ronny Markes,Andrew Craig,5,20,2,0,2,0,3,1,UFC on FX: Belfort vs Bisping,Jan. 19  2013,U-DEC,,3,05:00,
win,Ronny Markes,Aaron Simpson,62,55,2,0,0,0,1,0,UFC on FUEL TV: Sanchez vs Ellenberger,Feb. 15  2012,S-DEC,,3,05:00,
win,Ronny Markes,Karlos Vemola,40,8,6,0,0,1,5,0,UFC LIVE 5: Hardy vs Lytle,Aug. 14  2011,U-DEC,,3,05:00,
loss,Rory Markham,Nate Diaz,3,34,0,0,0,0,0,1,UFC 111: St-Pierre vs Hardy,Mar. 27  2010,KO/TKO,Punches,1,02:47,
loss,Rory Markham,Dan Hardy,2,5,0,0,0,0,0,0,UFC 95: Sanchez vs Stevenson,Feb. 21  2009,KO/TKO,Punch,1,01:09,
win,Rory Markham,Brodie Farber,6,18,0,0,0,0,0,0,UFC: Silva vs Irvin,Jul. 19  2008,KO/TKO,Kick,1,01:37,
win,Randa Markos,Angela Hill,13,2,1,0,1,0,2,0,UFC Fight Night: Thompson vs. Pettis,Mar. 23  2019,SUB,Armbar,1,04:24,
draw,Randa Markos,Marina Rodriguez,48,60,2,0,0,0,4,0,UFC Fight Night: Marreta vs. Anders,Sep. 22  2018,M-DEC,,3,05:00,
loss,Randa Markos,Nina Ansaroff,23,49,1,0,0,0,1,1,UFC Fight Night: Alvarez vs. Poirier 2,Jul. 28  2018,U-DEC,,3,05:00,
win,Randa Markos,Juliana Lima,46,18,2,1,0,0,6,1,UFC Fight Night: Jacare vs. Brunson 2,Jan. 27  2018,U-DEC,,3,05:00,
loss,Randa Markos,Alexa Grasso,45,64,4,0,0,0,5,1,UFC Fight Night: Pettis vs. Moreno,Aug. 05  2017,S-DEC,,3,05:00,
win,Randa Markos,Carla Esparza,48,32,0,4,0,1,0,4,UFC Fight Night: Lewis vs. Browne,Feb. 19  2017,S-DEC,,3,05:00,
loss,Randa Markos,Cortney Casey,4,21,1,0,0,1,1,1,UFC 202: Diaz vs. McGregor 2,Aug. 20  2016,SUB,Armbar,1,04:34,
win,Randa Markos,Jocelyn Jones-Lybarger,86,79,1,1,1,0,0,0,UFC Fight Night: MacDonald vs Thompson,Jun. 18  2016,U-DEC,,3,05:00,
loss,Randa Markos,Karolina Kowalkiewicz,34,66,1,0,0,0,1,2,UFC on FOX: Dos Anjos vs. Cowboy 2,Dec. 19  2015,U-DEC,,3,05:00,
win,Randa Markos,Aisling Daly,18,27,2,2,1,1,4,1,UFC 186: Johnson vs Horiguchi,Apr. 25  2015,U-DEC,,3,05:00,
loss,Randa Markos,Jessica Penne,55,39,1,4,0,0,2,8,The Ultimate Fighter 20 Finale,Dec. 12  2014,S-DEC,,3,05:00,
loss,Christina Marks,Montana De La Rosa,10,6,1,0,0,1,0,0,The Ultimate Fighter 26 Finale,Dec. 01  2017,SUB,Armbar,1,02:00,
